CUSIP,MASTER_DEAL_NO,NINAMES,PRINCIPALAMOUNT,EXCHANGE,INDUSTRY,MKTVALUEPF,industry_code,year,fees,offer_price
294644,550496002,Equity Corp International,70.2,Nasdaq,Pers/Bus/Rep Svc,478.9,7,2000,5.815,27
910703,550510002,United Insurance Cos,92.25,Nasdaq,Insurance,889.6,6,2000,5.268,20.5
87840Q,550512002,Technical Chem and Prods Inc,27,Nasdaq,Manufacturing,148.3,2,2000,7,15
359536,550917002,Fuisz Technologies Ltd,97.5,Nasdaq,Manufacturing,493.7,2,2000,5.5,25
403908,551168002,HCIA Inc(AMBAC Inc),212.135,Nasdaq,Pers/Bus/Rep Svc,456.8,7,2000,4.49,51
641238,551251002,Neurex Corp,68.25,Nasdaq,Manufacturing,383.4,2,2000,5.89,22.75
45812M,551341002,Integrated Systems Inc,53.2,Nasdaq,Pers/Bus/Rep Svc,615.7,7,2000,5.25,28
74961H,551422002,RMI Titanium Co(USX Corp),111,New York,Manufacturing,376.4,3,2000,5.135,18.5
368538,551442002,GelTex Pharmaceuticals Inc,56.875,Nasdaq,Manufacturing,305.1,2,2000,3.385,22.75
698813,551450002,Papa Johns International Inc,47.25,Nasdaq,Restaurant/Hotel,897.4,5,2000,5.249,47.25
91347P,551613002,Universal Display Corp,6.5,Nasdaq,Manufacturing,44.7,2,2000,10,5
04962L,551683002,Atrix Laboratories Inc,26.156,Nasdaq,Pers/Bus/Rep Svc,128.1,8,2000,6,11.625
62936P,551711002,NPS Pharmaceuticals Inc,45,Nasdaq,Manufacturing,157.8,2,2000,6.5,15
874036,551849002,The Taiwan Fund Inc,30,New York,Investment Fund,366.9,6,2000,4.996,22.42
631385,551942002,Nashville Country Club Inc,12,Nasdaq,Leisure,21.1,7,2000,8,5
049164,552034002,Atlas Air Inc,129.453,New York,Transportation,1077.1,4,2000,4.743,45.75
317492,552061002,Financial Federal Corp,28.263,New York,Credit Inst.,165.1,6,2000,5.714,16.625
71940K,552062002,Physician Computer Network,44.8,Nasdaq,Pers/Bus/Rep Svc,493.8,7,2000,5,10
291641,552106002,Empire District Electric Co,14.3,New York,Electric Service,287.7,4,2000,4.364,17.875
744290,552272002,ProxyMed Inc,13.25,Nasdaq,Pers/Bus/Rep Svc,36.7,7,2000,8,6.625
449295,552310002,ICOS Corp,36.6,Nasdaq,Manufacturing,298.4,2,2000,6.033,7.625
216284,552373002,Cooker Restaurant Corp,34.688,New York,Restaurant/Hotel,139.1,5,2000,5.261,13.875
458801,552606002,Intermedia Communications Inc,116.914,Nasdaq,Telephone Commun,660.2,4,2000,5.5,26
347461,552864002,Fort Howard Corp,259.2,Nasdaq,Manufacturing,1528.7,2,2000,4,20.25
171796,552896002,CIMA Labs Inc,26.6,Nasdaq,Manufacturing,78.3,2,2000,6.421,9.5
834047,552910002,Software 2000 Inc,42.333,Nasdaq,Pers/Bus/Rep Svc,159.8,7,2000,5.763,14.75
617357,553682034,Morgan Grenfell SMALLCap Fund,22.642,New York,Investment Fund,22.6,6,2000,,
589602,553746002,Meridian Diagnostics Inc,16.788,Nasdaq,Manufacturing,127.6,2,2000,6.987,9.875
71941S,553791002,Physicians Resource Group Inc,142.5,New York,Healthcare,393.5,8,2000,4.702,28.5
172172,553807002,Cincinnati Milacron Inc,107.8,New York,Manufacturing,209.1,3,2000,4,24.5
45764D,553910002,InnerDyne Inc,8.75,Nasdaq,Manufacturing,74.2,3,2000,8,3.5
03060J,554017002,America's Coffee Cup,4.375,Nasdaq,Retail,,5,2000,8,2.5
413086,554037002,Harman Intl Industries Inc,199,New York,Manufacturing,937,3,2000,4,49.75
042666,554180002,Aronex Pharmaceuticals Inc,30,Nasdaq,Manufacturing,86.4,2,2000,6,5
25429Q,554218002,"Dime Bancorp Inc,New York,NY",98.788,New York,S&L/Thrift,664.4,6,2000,2.979,11.75
42217K,554225002,Health Care REIT Inc,46.2,New York,REIT,315.8,6,2000,5.318,22
444482,554239002,Hughes Supply Inc,72.62,New York,Wholesale,288.7,5,2000,5.246,34.5
759924,554350002,Renaissance Solutions Inc,45.141,Nasdaq,Pers/Bus/Rep Svc,232.8,7,2000,5.731,33.5
693262,554354002,P-COM Inc,55.165,Nasdaq,Manufacturing,506.2,3,2000,6,27
072012,554606002,Bay Apartment Communites Inc,10,New York,REIT,319.6,6,2000,1.033,24.2
629430,554730002,NUI Corp,32.4,New York,Gas Distribution,198,4,2000,3.889,18
030151,554738002,American Telecasting,21.463,Nasdaq,Radio/TV/Telecom,229,4,2000,5.465,12.625
862701,554751002,Strategic Distribution Inc,63.55,Nasdaq,Wholesale,232.1,5,2000,5.5479,7.75
25271C,554847002,Diamond Offshore Drilling Inc,296.393,New York,Natural Resource,2462.5,1,2000,3.005,49.25
258624,554849002,Doubletree Corp,115.063,Nasdaq,Restaurant/Hotel,635.1,7,2000,4.512,31.25
299212,555000002,Evans Withycombe Residential,95.063,New York,REIT,397.1,6,2000,5.3729,21.125
026649,555028002,American HomePatient Inc,84,Nasdaq,Healthcare,558,8,2000,4,42
921930,555042002,Vans Inc,53.2,Nasdaq,Manufacturing,242.4,3,2000,5.737,19
03071P,555060002,AmeriSource Health Corp,133,Nasdaq,Wholesale,1853.9,5,2000,4.229,35
371912,555379002,Genesis Health Ventures Inc,211.25,New York,Healthcare,927.4,8,2000,4.246,32.5
26632S,555382002,Dura Pharmaceuticals Inc,138.063,Nasdaq,Manufacturing,1984.7,2,2000,4.987,58.75
210149,555416002,Consolidated Stores Corp,195,New York,Retail,2058.3,5,2000,4.256,39
540211,555437002,LodgeNet Entertainment Corp,41.6,Nasdaq,Radio/TV/Telecom,143.4,4,2000,5.25,13
15677T,555721002,Ceridian Corp,64.975,New York,Pers/Bus/Rep Svc,6694.1,8,2000,,49.75
694396,555780002,Pacific Gulf Properties,45.85,New York,REIT,119.4,6,2000,5.496,16.375
404181,555810002,HFS Inc,857.46,New York,Restaurant/Hotel,7400.9,7,2000,3.242,62
743674,555835002,Protective Life Corp,74.5,New York,Insurance,2218.2,6,2000,4.993,37.25
218690,555842002,COREStaff Inc,185.5,Nasdaq,Pers/Bus/Rep Svc,2031.8,7,2000,4.229,43.75
597911,555881002,Midwest Express Holdings Inc,38.957,New York,Transportation,216.4,4,2000,4.491,33.625
162825,555882002,Checkpoint Systems Inc,124,New York,Manufacturing,1023.7,3,2000,4.387,31
413947,556147034,Harris Computer Systems Corp,48.75,Nasdaq,Wholesale,150.3,5,2000,,
457923,556360034,Integrated Measurement Systems,65.65,Nasdaq,Pers/Bus/Rep Svc,203.6,7,2000,,
031536,556413002,AMISYS Managed Care Systems,38.22,Nasdaq,Pers/Bus/Rep Svc,187.3,7,2000,5.714,24.5
65333B,556638034,NeXstar Pharmaceuticals Inc,49.375,Nasdaq,Manufacturing,530.8,2,2000,,
817523,556641002,Serologicals Corp,54.6,Nasdaq,Manufacturing,169.3,2,2000,5.5,26
984151,556731002,XYLAN Corp,196.35,Nasdaq,Manufacturing,2668.2,3,2000,4.487,59.5
51508L,556749002,Landry's Seafood Restaurants,116.025,New York,Restaurant/Hotel,528.7,5,2000,4.615,22.75
542307,556750002,"Lone Star Steakhouse,Saloon",160.5,Nasdaq,Restaurant/Hotel,1632.6,5,2000,4.237,40.125
403917,556834034,HMT Technology Corp,104,Nasdaq,Manufacturing,1110.7,3,2000,,
741903,556890034,Primark Corp,32.343,New York,Pers/Bus/Rep Svc,824.8,7,2000,,
172529,556904002,Ciprico Inc,33,Nasdaq,Pers/Bus/Rep Svc,107.8,7,2000,5.75,22
7A2655,556910002,Extended Stay America Inc,263.5,Nasdaq,Restaurant/Hotel,989.1,7,2000,4.194,31
903898,556921002,Ultrak Inc,42.575,Nasdaq,Wholesale,166.7,5,2000,6.229,16.375
74342C,556926002,ProNet Inc,80,Nasdaq,Radio/TV/Telecom,264.7,4,2000,4.72,25
220256,556929002,Corrections Corp of America,213.75,New York,Pers/Bus/Rep Svc,1784.3,8,2000,4.6,75
775835,556938002,Romac International Inc,67,Nasdaq,Pers/Bus/Rep Svc,299.9,7,2000,5,25
893929,556968034,Transcend Services Inc,25.5,Nasdaq,Pers/Bus/Rep Svc,56.3,7,2000,,
09066H,557018002,BioSource International Inc,23.125,Nasdaq,Manufacturing,75.9,2,2000,7,9.25
912707,557195002,US Surgical Corp,147.275,New York,Wholesale,2105.2,5,2000,3.504,34.25
922126,557316002,Varco International Inc,104.712,New York,Manufacturing,957.6,3,2000,5.228,15.875
460573,557340002,Interneuron Pharmaceuticals,117,Nasdaq,Manufacturing,1415.1,2,2000,6,39
462030,557402002,Iomega Corp,175,Nasdaq,Manufacturing,4318.6,3,2000,4.743,35
301586,557415002,Executive Risk Inc,68,New York,Insurance,390.9,6,2000,5.147,34
126172,557529002,CRA Managed Care Inc,115,Nasdaq,Insurance,407,6,2000,5,46
758754,557555002,Regal Cinemas Inc,115.625,Nasdaq,Leisure,1347.3,7,2000,4.584,46.25
207651,557570002,Connecticut Natural Gas Corp,14.88,New York,Gas Distribution,247.2,4,2000,3.785,23.25
45813K,557595002,Integrated Systems Consulting,12.5,Nasdaq,Pers/Bus/Rep Svc,34.8,7,2000,7,5
941848,557829002,Waters Corp,212,New York,Manufacturing,763.1,3,2000,4.151,26.5
693258,557931002,PC ServiceSource Inc,30.8,Nasdaq,Wholesale,77.5,5,2000,5.857,14
656031,557988034,Norland Medical Systems Inc,46.688,Nasdaq,Wholesale,155.6,5,2000,,
449370,558089002,IDEC Pharmaceuticals Corp,43.2,Nasdaq,Manufacturing,382.6,2,2000,6,24
053332,558105002,Autozone Inc,616,New York,Retail,5146.8,5,2000,3,35
469858,558108002,Jacor Communications Inc,315,Nasdaq,Radio/TV/Telecom,823.4,4,2000,3.607,28
673662,558121002,Oakley Inc,190.5,New York,Manufacturing,1700.2,3,2000,4.241,47.625
40252G,558131002,Gulf South Medical Supply Inc,129.75,Nasdaq,Wholesale,691.6,5,2000,4.509,43.25
245073,558190002,Del Global Technologies Corp,21,Nasdaq,Manufacturing,60.2,3,2000,6.476,10.5
034603,558192002,Anesta Corp,45,Nasdaq,Manufacturing,138.1,2,2000,6,15
629428,558196002,NuCO2 Inc,60.48,New York,Manufacturing,191.6,2,2000,5,27
252446,558324002,Diagnostic Health Services Inc,20.25,Nasdaq,Manufacturing,53.5,3,2000,6.5,6.75
12542A,558358002,CHS Electronics Inc,66,Nasdaq,Wholesale,123.3,5,2000,7,12
461148,558610034,Intevac Inc,43.313,Nasdaq,Manufacturing,264.6,3,2000,,
989867,558613034,Zytec Corp,40.328,Nasdaq,Manufacturing,189.7,3,2000,,
590438,558647002,Merry Land & Investment Co Inc,53.75,New York,REIT,788,6,2000,5.302,21.5
045327,558652002,Aspen Technology Inc,76.75,Nasdaq,Pers/Bus/Rep Svc,457.7,7,2000,4.88,50
103358,558751002,Boyds Wheels Inc,13.5,Nasdaq,Manufacturing,40.9,3,2000,7,11.25
256747,558757002,Dollar Tree Stores Inc,117,Nasdaq,Retail,925.2,5,2000,4.375,36
019042,558784002,Allied Capital Lending Corp,7.157,Nasdaq,Investment Fund,64.4,6,2000,,13.04
066014,558798002,"Bank of Yorba Linda,California",7.975,Nasdaq,Commercial Bank,,6,2000,8,11
37929C,558973034,Gliatech Inc,22.75,Nasdaq,Manufacturing,22.8,2,2000,,
909149,559021002,Uniphase Corp,60,Nasdaq,Manufacturing,222.3,3,2000,5,30
715338,559023002,Personnel Group of America Inc,70.7,New York,Pers/Bus/Rep Svc,303.6,7,2000,5.069,25.25
655419,559063002,NorAm Energy Corp,98.75,New York,Gas Distribution,1346,4,2000,4.051,9.875
505401,559141002,Labor Ready Inc,31.85,Nasdaq,Pers/Bus/Rep Svc,181,7,2000,6.735,24.5
638620,559162002,Nationwide Health Properties,55.981,New York,REIT,882.3,6,2000,5,21.125
055926,559244002,BMC West Corp,36,Nasdaq,Wholesale,212.2,5,2000,6,18
000975,559263002,ACT Networks Inc,114,Nasdaq,Manufacturing,329.1,3,2000,5,38
177376,559306002,Citrix Systems Inc,79.667,Nasdaq,Pers/Bus/Rep Svc,694.2,7,2000,4.733,32.75
345206,559397002,Forcenergy Inc,24.719,Nasdaq,Natural Resource,257.9,1,2000,2.973,14.125
847706,559419034,SpeedFam International Inc,46.55,Nasdaq,Manufacturing,219,3,2000,,
686079,559425002,Oregon Steel Mills Inc,76.5,New York,Manufacturing,327.6,3,2000,5.02,12.75
48213P,559505002,Just For Feet Inc,100.181,Nasdaq,Retail,1407.2,5,2000,4.905,51.375
351042,559515002,4Front Software International,17.25,Nasdaq,Pers/Bus/Rep Svc,37.1,7,2000,8,5.75
716933,559538034,Pharmacyclics Inc,28.875,Nasdaq,Manufacturing,,2,2000,,
184502,559584002,Clear Channel Commun Inc,294,New York,Radio/TV/Telecom,3249.5,4,2000,3.631,84
023162,559671034,Ambar Inc,43.75,Nasdaq,Natural Resource,43.8,1,2000,,
86859F,559761002,Suprema Specialties Inc,8.25,Nasdaq,Wholesale,19.1,5,2000,8.9089,5.5
829905,559810002,Sirrom Capital Corp,55,Nasdaq,Mtg Securities,569,6,2000,5.455,27.5
02520B,559865034,American Communications Svcs,13.38,Nasdaq,Telephone Commun,13.4,4,2000,,
400518,559944002,GTECH Holdings Corp,225.515,New York,Pers/Bus/Rep Svc,1257.5,7,2000,3.409,28.75
019042,559953002,Allied Capital Lending Corp,8.748,Nasdaq,Investment Fund,8.7,6,2000,2.5,13.91
693519,560149002,PPT Vision Inc,19.2,Nasdaq,Manufacturing,191,3,2000,7,12
22160K,560153002,Price/Costco Inc,304.2,Nasdaq,Retail,7611.4,5,2000,3.333,19.5
068480,560480002,Barrett Resources Corp,101.28,New York,Natural Resource,804.2,1,2000,4.853,26.375
87612M,560508002,Targeted Genetics Corp,14,Nasdaq,Manufacturing,16.1,2,2000,6.25,4
891707,560667002,Tower Automotive Inc,113.19,New York,Manufacturing,327.2,3,2000,4.735,24.5
806407,560670002,Henry Schein Inc,199.5,Nasdaq,Wholesale,632.7,5,2000,3.9,35
37476F,560726002,Gibraltar Steel Corp,54,Nasdaq,Manufacturing,159,3,2000,5,18
254394,560736002,DIMON Inc,53.625,New York,Manufacturing,680.9,2,2000,4.498,17.875
97563A,560799002,Winston Hotels Inc,55,Nasdaq,REIT,171.9,6,2000,5.682,11
431284,560807002,Highwoods Properties Inc,268.75,New York,REIT,830.6,6,2000,5.247,26.875
12561L,560814002,CKS Group Inc,61.2,Nasdaq,Pers/Bus/Rep Svc,352.6,7,2000,4.765,34
401698,560952034,Guidant Corp,312.3,New York,Manufacturing,3433.6,3,2000,,
723429,561108034,Pinkerton's Inc,58.41,Nasdaq,Pers/Bus/Rep Svc,248.6,7,2000,,
928551,561217002,VIVUS Inc,53.5,Nasdaq,Manufacturing,422,2,2000,5.981,26.75
26922C,561347002,Etec Systems Inc,87,Nasdaq,Manufacturing,366.5,3,2000,5,20
41163G,561361002,Harcourt General Inc,39.85,New York,Manufacturing,3616.8,2,2000,,49.75
892261,561362002,Toy Biz Inc,21,New York,Manufacturing,851.1,3,2000,,21
861909,561516002,Storage Trust Realty,72.9,New York,REIT,249.8,6,2000,5.284,20.25
82655N,561533002,Sight Resource Corp,11.05,Nasdaq,Healthcare,52.3,8,2000,7,6.5
206784,561552002,Conductus Inc,11,Nasdaq,Manufacturing,73.6,3,2000,6,11
743586,561636002,Prospect Street High Income,18.098,New York,Investment Fund,307.1,6,2000,,3.81
655042,561683002,Noble Drilling Corp,197.6,New York,Natural Resource,1349.8,1,2000,4.231,13
784076,561685002,SDL Inc,45.9,Nasdaq,Manufacturing,1195.2,3,2000,5,27
337610,561689002,First Years Inc,22,Nasdaq,Manufacturing,129.7,3,2000,5.818,13.75
68554R,561691002,Oravax Inc,14.5,Nasdaq,Manufacturing,71.9,2,2000,6,7.25
731822,561860002,Pomeroy Computer Resources Inc,19.238,Nasdaq,Wholesale,57.1,5,2000,6.316,14.25
834092,561896002,Sola International Inc,80.305,New York,Manufacturing,690.3,3,2000,4.751,28.625
451716,561906002,IKOS Systems Inc,10.8,Nasdaq,Pers/Bus/Rep Svc,109.8,7,2000,5.8329,18
552953,561923002,MGM Grand Inc,237,New York,Leisure,2267.3,7,2000,3.747,39.5
741541,561930002,Pride Petroleum Services Inc,42,Nasdaq,Natural Resource,372.5,1,2000,4.5,14
885175,562001002,Thoratec Cardiosystems Inc,18,Nasdaq,Manufacturing,198.9,3,2000,5.5,12
151895,562155002,CenterPoint Properties Trust,69.75,New York,REIT,321.1,6,2000,,23.25
812572,562223002,Seattle Filmworks Inc,22.4,Nasdaq,Pers/Bus/Rep Svc,257.2,7,2000,6,16
11815H,562242002,Buckeye Cellulose Corp,79.779,New York,Manufacturing,7.2,2,2000,4.995,27.625
68212D,562251002,Omnipoint Corp,156,Nasdaq,Radio/TV/Telecom,781.5,4,2000,4.731,26
811904,562259002,Seacor Holdings Inc,69.267,Nasdaq,Transportation,456.3,4,2000,4.736,43.5
976396,562260002,Winthrop Resources Corp,29.25,Nasdaq,Pers/Bus/Rep Svc,172.1,7,2000,5.744,19.5
30067R,562294002,Excel Realty Trust Inc,30.938,New York,REIT,307.2,6,2000,4.945,20.625
829909,562359034,Sipex Corp,58.89,Nasdaq,Manufacturing,58.9,3,2000,,
235851,562401002,Danaher Corp,76,New York,Manufacturing,1684.9,3,2000,,38
357658,562426002,French Fragrances Inc,30,Nasdaq,Manufacturing,78.4,2,2000,7.5,6
707389,562434002,Penn Engr & Mnfr Corp,54.15,New York,Manufacturing,292.7,3,2000,5.263,19
170393,562460002,Cholestech Corp,12.5,Nasdaq,Manufacturing,55,3,2000,7,5
616347,562471002,Moovies Inc,21.7,Nasdaq,Leisure,88.8,7,2000,6.065,7.75
741570,562506002,Prime Retail Inc,43.191,Nasdaq,REIT,74.9,6,2000,5.009,11.38
055482,562768002,BJ Services Co,291.125,New York,Natural Resource,813.5,1,2000,3.504,34.25
03462H,562786002,Angeion Corp,29.4,Nasdaq,Manufacturing,53.9,3,2000,5.75,7
450912,562808034,ITT Corp,495,Nasdaq,Restaurant/Hotel,8221.5,7,2000,,
140649,562846002,CapMAC Holdings Inc,91,New York,Insurance,447,6,2000,5,28
55272T,562852002,MFS Commun(Peter Kiewit Sons),942.975,Nasdaq,Telephone Commun,7939.8,4,2000,3.125,37.125
86613P,562857002,Summit Medical Systems Inc,32.04,Nasdaq,Pers/Bus/Rep Svc,167.5,7,2000,5.5,18
503459,562863002,La Jolla Pharmaceutical Co,10,Nasdaq,Manufacturing,,2,2000,6,5
209798,562942034,Consolidated Products Inc,39.95,Nasdaq,Restaurant/Hotel,270.1,5,2000,,
732788,562993002,Pool Energy Services Co,44,Nasdaq,Natural Resource,205.3,1,2000,5.5,11
892349,563013002,Tracor Inc,78.326,Nasdaq,Manufacturing,362.6,3,2000,5,17.5
225270,563030002,Creative BioMolecules Inc,14,Nasdaq,Manufacturing,24.8,2,2000,6,7
521865,564159002,Lear Corp,402,New York,Manufacturing,2386.7,3,2000,2.985,33.5
514766,564665034,Landec Corp,48.6,Nasdaq,Manufacturing,48.6,2,2000,,
698884,564732002,PAR Technology Corp,28.5,New York,Manufacturing,129.9,3,2000,6,15
249673,564858034,DepoTech Corp,44,Nasdaq,Manufacturing,292.3,2,2000,,
973149,564890002,Wind River Systems Inc,66.825,Nasdaq,Pers/Bus/Rep Svc,898.5,7,2000,5.259,27
701081,564896002,Parker Drilling Co,46,New York,Natural Resource,4858.1,1,2000,5.565,5.75
003390,565034002,Abigail Adams National Bancorp,5.863,Nasdaq,Commercial Bank,12.2,6,2000,7.5,8.75
247748,565736002,Delta Natural Gas Co Inc,5.6,Nasdaq,Gas Distribution,36.9,4,2000,4.5,16
00753C,565809002,Advanced Lighting Tech Inc,37.8,Nasdaq,Manufacturing,212.6,3,2000,5.778,13.5
285661,566073002,Electronic Data Systems Corp,771.644,New York,Pers/Bus/Rep Svc,22552.5,7,2000,2.606,46.625
878237,566295002,Tech Data Corp,60.8,Nasdaq,Wholesale,805.8,5,2000,4.25,19
744284,566337002,Proxim Inc,32.813,Nasdaq,Manufacturing,413.2,3,2000,5,25
761232,566529034,Response Oncology Inc,79.5,Nasdaq,Pers/Bus/Rep Svc,79.5,8,2000,,
153527,566605002,Central Garden & Pet Co,49.5,Nasdaq,Wholesale,156.6,5,2000,5.5,18
14441K,566607002,Carr Realty Corp,143,New York,REIT,459.5,6,2000,5.25,22
499064,566668002,Knight Transportation Inc,29.6,Nasdaq,Transportation,183.5,4,2000,5.73,18.5
756285,566738002,Recycling Industries Inc,18.15,Nasdaq,Sanitation,51.1,4,2000,7.006,4.125
879075,567107002,Tejas Gas Corp,86.1,New York,Oil/Gas Pipeline,716.8,4,2000,4,35
292740,567195002,Energy Ventures Inc,108.938,New York,Manufacturing,680.3,3,2000,4.819,31.125
703353,567367002,Patriot American Hospitality,155.375,New York,REIT,1002.3,6,2000,5.487,28.25
988858,567419002,Zale Corp,41.25,New York,Retail,577.2,5,2000,4.606,16.5
45662K,567459034,Inference Corp,45,Nasdaq,Pers/Bus/Rep Svc,152.1,7,2000,,
188767,567649002,Clintrials Research Inc,78.52,Nasdaq,Pers/Bus/Rep Svc,487,8,2000,4.8,30
749573,567733002,RH Phillips Inc,5.338,Nasdaq,Manufacturing,25.8,2,2000,7.771,4.375
099724,567907002,BorgWarner Inc,88.4,New York,Manufacturing,797.9,3,2000,4.235,34
74756P,567913002,Quality Dining Inc,56.933,Nasdaq,Restaurant/Hotel,285,5,2000,5.12,25
220493,567917002,CORT Business Services Corp,31.875,New York,Pers/Bus/Rep Svc,230.3,7,2000,5.4929,18.75
054802,567967002,Aztar Corp,57,New York,Restaurant/Hotel,423.2,7,2000,5.263,9.5
008488,567968002,Agouron Pharmaceuticals Inc,75,Nasdaq,Manufacturing,726,2,2000,5.5,30
705324,568715002,Pediatrix Medical Group Inc,60.35,Nasdaq,Healthcare,284.9,8,2000,3.521,35.5
971426,569311002,Wilmar Industries Inc,67.389,Nasdaq,Wholesale,141,5,2000,4.979,17.875
741917,569325002,Prime Hospitality Corp,135,New York,Restaurant/Hotel,706.7,7,2000,4.611,18
072012,569355002,Bay Apartment Communites Inc,123.75,New York,REIT,428,6,2000,5.495,24.75
37246E,569511002,Genzyme Transgenics Corp,12,Nasdaq,Manufacturing,66.4,2,2000,6.5,4
630795,570138002,NaPro BioTherapeutics Inc,14,Nasdaq,Manufacturing,92.9,2,2000,7,8.75
866239,570566002,Summit Properties Inc,90,New York,REIT,400.5,6,2000,5.25,18
636919,570592002,National Media Corp,31.5,New York,Retail,307,5,2000,5.778,15.75
231264,570607002,Curative Health Services Inc,21.25,Nasdaq,Healthcare,198.5,8,2000,5.765,17
482620,571062002,KN Energy Inc,99.975,New York,Gas Distribution,1414,4,2000,3.38,32.25
302695,571825002,FX Energy Inc,17.25,Nasdaq,Natural Resource,65.3,1,2000,6.957,5.75
21867P,572040002,Core Inc,16,Nasdaq,Insurance,55.9,6,2000,6.5,8
570538,572061002,Marker International,21.25,Nasdaq,Manufacturing,70.7,3,2000,6.24,6.25
114580,572389002,Brooktrout Technology,16.425,Nasdaq,Manufacturing,175.8,3,2000,6,18.25
073678,572405002,Beacon Properties Corp,128.75,New York,REIT,668.6,6,2000,5.2429,25.75
651718,572673002,Newpark Resources Inc,90,New York,Manufacturing,422.5,3,2000,5.25,30
867933,572960002,Sunstone Hotel Investors Inc,40,New York,REIT,109.2,6,2000,6,10
293982,572974002,Envoy Corp,79.5,Nasdaq,Pers/Bus/Rep Svc,386.6,7,2000,5.019,26.5
129909,572984002,Cali Realty Corporation,69.375,New York,REIT,429.1,6,2000,2.962,23.125
466232,573174002,JP Foodservice Inc,69,New York,Wholesale,807.9,5,2000,4.75,23
297178,573673002,Essex Property Trust Inc,50.05,New York,REIT,192.8,6,2000,5.495,22.75
059450,573719002,"BancFirst Ohio Corp,OH",28,Nasdaq,Commercial Bank,202.8,6,2000,6.5,28
68162K,573868002,Olympic Steel Inc,62.5,Nasdaq,Wholesale,267.1,5,2000,5,25
29481E,573912002,Ergo Science Corp,30.625,Nasdaq,Manufacturing,35.2,2,2000,6,12.25
92532F,573947002,Vertex Pharmaceuticals Inc,72,Nasdaq,Manufacturing,498,2,2000,5.75,24
034602,574122002,Anergen Inc,10.5,Nasdaq,Manufacturing,55.9,2,2000,7,3
256605,574188002,Dole Food Co Inc,98.125,New York,Agriculture,2349.3,0,2000,2.25,39.25
403908,575336002,HCIA Inc(AMBAC Inc),119.979,Nasdaq,Pers/Bus/Rep Svc,593,7,2000,4.342,54.125
147339,575348002,Cascade Natural Gas Corp,20.588,New York,Gas Distribution,162.1,4,2000,4.492,15.25
